mode,method_name,budget_mode,compression_mode,query_id,docs_used,prompt_tokens,completion_tokens,total_tokens,token_source,generation_time_ms,answer_f1,answer_coverage,semantic_similarity,ndcg_at_10,mrr_at_10,selected_doc_ids,answer,fallback_used,fallback_reason,first_pass_tokens,fallback_tokens
answer_aware_fallback,Safe Adaptive Context,answer_aware_fallback,compact_then_full_fallback,bioasq_670,3,785,80,865,provider,13332,0.318841,0.473684,0.761755,0.469,1.0,"[""bioasq_23049074"", ""bioasq_23455608"", ""bioasq_23673367""]","The documents provided do not explicitly list all the components of mTOR Complex 2 (mTORC2). However, they mention that mTORC2 contains the regulatory protein Rictor (rapamycin-insensitive companion of mTOR). Therefore, based on the information available, it can be inferred that Rictor is a component of mTOR Complex",False,,865,0
coverage_guided_ultra,Coverage-Guided Ultra,coverage_guided_ultra,coverage_guided_ultra,bioasq_670,2,437,72,509,provider,9350,0.295082,0.368421,0.529695,0.358954,1.0,"[""bioasq_23049074"", ""bioasq_22595285""]","The documents provided do not explicitly list all the components of mTOR Complex 2 (mTORC2). However, they mention two key components: SIN1 and Rictor. Therefore, based on the information available, SIN1 and Rictor are components of mTOR Complex 2 (mTORC2).",False,,509,0
task_aware_coverage_ultra,TACER,task_aware_coverage_ultra,task_aware_ultra,bioasq_670,2,437,72,509,provider,6283,0.295082,0.368421,0.529695,0.358954,1.0,"[""bioasq_23049074"", ""bioasq_22595285""]","The documents provided do not explicitly list all the components of mTOR Complex 2 (mTORC2). However, they mention two key components: SIN1 and Rictor. Therefore, based on the information available, SIN1 and Rictor are components of mTOR Complex 2 (mTORC2).",False,ultra_route:claim_or_focused_evidence,509,0
no_retrieval_full,No Retrieval,no_retrieval,full,bioasq_395,0,75,80,155,provider,7153,0.4375,0.447368,0.85444,0.0,0.0,[],"The provided documents do not contain specific information about prostate cancer screening in the UK. However, they mention that prostate cancer is a common type of cancer among men and that regular check-ups are recommended for early detection. They also discuss the PSA test as a method for detecting prostate cancer, but no details about its use or availability in the UK are provided. The evidence regarding pro",False,,0,0
fixed_3_full,Fixed Small Context,fixed_3,full,bioasq_395,3,1128,80,1208,provider,16467,0.554622,0.552632,0.796356,0.469,1.0,"[""bioasq_12587941"", ""bioasq_23728749"", ""bioasq_21047592""]","The provided documents suggest that prostate cancer screening is not currently recommended or encouraged by the National Screening Council in the UK for asymptomatic men. However, several randomized controlled trials are underway to establish the place of routine screening. The European Randomised Study of Screening for Prostate Cancer (ERSPC) has demonstrated a significant reduction in prostate cancer-specific mortality. The",False,,0,0
fixed_5_full,Fixed Medium Context,fixed_5,full,bioasq_395,5,1949,80,2029,provider,14854,0.564516,0.578947,0.839661,0.648932,1.0,"[""bioasq_12587941"", ""bioasq_23728749"", ""bioasq_21047592"", ""bioasq_10682690"", ""bioasq_12614245""]","The provided documents suggest that prostate cancer screening is not currently recommended or encouraged by the National Screening Council in the UK for asymptomatic men. Several randomized controlled trials are underway to establish the place of routine screening. The evidence regarding prostate cancer screening is varied, with some studies showing a reduction in prostate cancer mortality and others finding no reduction after 7-10 years",False,,0,0
fixed_7_full,Fixed Large Context,fixed_7,full,bioasq_395,7,2975,80,3055,provider,17710,0.5625,0.657895,0.873594,0.72733,1.0,"[""bioasq_12587941"", ""bioasq_23728749"", ""bioasq_21047592"", ""bioasq_10682690"", ""bioasq_12614245"", ""bioasq_22952783"", ""bioasq_22291466""]","The provided documents suggest that prostate cancer screening is not currently recommended or encouraged by the National Screening Council in the UK for asymptomatic men. Several randomized controlled trials are underway to establish the place of routine screening. The evidence regarding prostate cancer screening and whether it meets the necessary requirements to be established as a national programme for all men is still being assessed, with some studies showing",False,,0,0
fixed_10_full,Fixed Full Context,fixed_10,full,bioasq_395,10,4096,80,4176,provider,45526,0.247934,0.236842,0.448287,0.72733,1.0,"[""bioasq_12587941"", ""bioasq_23728749"", ""bioasq_21047592"", ""bioasq_10682690"", ""bioasq_12614245"", ""bioasq_22952783"", ""bioasq_22291466"", ""bioasq_28067908"", ""bioasq_28067910"", ""bioasq_23146972""]","The documents provided appear to be research articles related to various medical and genetic studies. Here's a brief summary of each document:

1. This article discusses the use of the 2D:4D ratio (the ratio of the second to fourth digit) as a potential marker for prostate cancer severity. The study found that African-American men with prostate cancer are more",False,,0,0
heuristic_rules_full,Heuristic Rules,heuristic_rules,full,bioasq_395,7,2975,80,3055,provider,34745,0.5625,0.657895,0.873594,0.72733,1.0,"[""bioasq_12587941"", ""bioasq_23728749"", ""bioasq_21047592"", ""bioasq_10682690"", ""bioasq_12614245"", ""bioasq_22952783"", ""bioasq_22291466""]","The provided documents suggest that prostate cancer screening is not currently recommended or encouraged by the National Screening Council in the UK for asymptomatic men. Several randomized controlled trials are underway to establish the place of routine screening. The evidence regarding prostate cancer screening and whether it meets the necessary requirements to be established as a national programme for all men is still being assessed, with some studies showing",False,,0,0
adaptive_k_full,Adaptive-k,adaptive_k,full,bioasq_395,2,545,80,625,provider,7115,0.552846,0.578947,0.824988,0.358954,1.0,"[""bioasq_12587941"", ""bioasq_23728749""]","Prostate cancer screening in the UK is not currently recommended by the National Screening Council and is not encouraged in the NHS. Several randomized controlled trials are underway to establish the place of routine screening of asymptomatic men. The evidence from these trials has varied outcomes, with some suggesting a reduction in prostate cancer mortality by 20% in Europe, while others found no reduction",False,,0,0
answer_aware_fallback,Safe Adaptive Context,answer_aware_fallback,compact_then_full_fallback,bioasq_395,3,565,80,645,provider,11324,0.627119,0.631579,0.848739,0.469,1.0,"[""bioasq_12587941"", ""bioasq_23728749"", ""bioasq_21047592""]","Prostate cancer screening in the UK is not currently recommended by the National Screening Council and is not encouraged in the NHS. A number of randomized controlled trials are underway to establish the place of routine screening of asymptomatic men, such as the European Randomised Study of Screening for Prostate Cancer (ERSPC) and the Comparison Arm for ProtecT (CAP)",False,,645,0
coverage_guided_ultra,Coverage-Guided Ultra,coverage_guided_ultra,coverage_guided_ultra,bioasq_395,2,447,80,527,provider,10351,0.672131,0.684211,0.867339,0.358954,1.0,"[""bioasq_12587941"", ""bioasq_23728749""]","Prostate cancer screening of asymptomatic men is not recommended by the National Screening Council at present and is not encouraged in the NHS. There are ongoing randomized controlled trials to establish the place of routine screening of asymptomatic men. However, there is no national screening program established in the United Kingdom yet. The risks, benefits, and sequelae of taking part in voluntary screening",False,,527,0
task_aware_coverage_ultra,TACER,task_aware_coverage_ultra,task_aware_ultra,bioasq_395,2,447,80,527,provider,7035,0.672131,0.684211,0.867339,0.358954,1.0,"[""bioasq_12587941"", ""bioasq_23728749""]","Prostate cancer screening of asymptomatic men is not recommended by the National Screening Council at present and is not encouraged in the NHS. There are ongoing randomized controlled trials to establish the place of routine screening of asymptomatic men. However, there is no national screening program established in the United Kingdom yet. The risks, benefits, and sequelae of taking part in voluntary screening",False,ultra_route:focused_or_concentrated,527,0
no_retrieval_full,No Retrieval,no_retrieval,full,bioasq_957,0,78,27,105,provider,2589,0.153846,0.130435,0.705911,0.0,0.0,[],The provided documents do not contain sufficient evidence to determine whether selenium deficiency is involved in autoimmune thyroid disease.,False,,0,0
fixed_3_full,Fixed Small Context,fixed_3,full,bioasq_957,3,1754,80,1834,provider,22058,0.226415,0.152174,0.77483,0.469,1.0,"[""bioasq_20810577"", ""bioasq_17160166"", ""bioasq_22009156""]","Yes, the evidence from the provided documents suggests that selenium deficiency is involved in autoimmune thyroid disease. The documents mention that selenium deficiency aggravates the manifestation of endemic myxedematous cretinism and autoimmune thyroid disease (Document 1), and some investigators suggest that selenium may be a useful adjunctive",False,,0,0
fixed_5_full,Fixed Medium Context,fixed_5,full,bioasq_957,5,3039,80,3119,provider,19507,0.238532,0.173913,0.752524,0.648932,1.0,"[""bioasq_20810577"", ""bioasq_17160166"", ""bioasq_22009156"", ""bioasq_23565426"", ""bioasq_11932302""]","Yes, the provided documents suggest that selenium deficiency is involved in autoimmune thyroid disease. The documents mention that selenium deficiency aggravates the manifestation of autoimmune thyroid disease (Document 1), and some investigators suggest that selenium may be a useful adjunctive treatment for autoimmune thyroid diseases such as Hashimoto and Gr",False,,0,0
fixed_7_full,Fixed Large Context,fixed_7,full,bioasq_957,7,3928,80,4008,provider,16248,0.261682,0.173913,0.760256,0.800694,1.0,"[""bioasq_20810577"", ""bioasq_17160166"", ""bioasq_22009156"", ""bioasq_23565426"", ""bioasq_11932302"", ""bioasq_19034261"", ""bioasq_15132715""]","Yes, based on the provided documents, selenium deficiency is involved in autoimmune thyroid disease. The documents mention that selenium deficiency aggravates the manifestation of autoimmune thyroid disease (Document 1), and some clinical studies have demonstrated that selenium-deficient patients with autoimmune thyroid disease benefit from selenium supplementation, although",False,,0,0
fixed_10_full,Fixed Full Context,fixed_10,full,bioasq_957,10,4096,79,4175,provider,45520,0.220183,0.173913,0.793807,0.936379,1.0,"[""bioasq_20810577"", ""bioasq_17160166"", ""bioasq_22009156"", ""bioasq_23565426"", ""bioasq_11932302"", ""bioasq_19034261"", ""bioasq_15132715"", ""bioasq_23786024"", ""bioasq_23448365"", ""bioasq_17923583""]","Selenium deficiency is associated with autoimmune thyroid diseases, particularly Graves' disease. This is supported by research that shows lower serum selenium levels in patients with newly diagnosed Graves' disease compared to controls. The link between selenium deficiency and overt autoimmune thyroid disease, especially Graves' disease, is suggested by this observation.",False,,0,0
heuristic_rules_full,Heuristic Rules,heuristic_rules,full,bioasq_957,5,3039,80,3119,provider,35304,0.238532,0.173913,0.752524,0.648932,1.0,"[""bioasq_20810577"", ""bioasq_17160166"", ""bioasq_22009156"", ""bioasq_23565426"", ""bioasq_11932302""]","Yes, the provided documents suggest that selenium deficiency is involved in autoimmune thyroid disease. The documents mention that selenium deficiency aggravates the manifestation of autoimmune thyroid disease (Document 1), and some investigators suggest that selenium may be a useful adjunctive treatment for autoimmune thyroid diseases such as Hashimoto and Gr",False,,0,0
adaptive_k_full,Adaptive-k,adaptive_k,full,bioasq_957,5,3039,80,3119,provider,7447,0.238532,0.173913,0.752524,0.648932,1.0,"[""bioasq_20810577"", ""bioasq_17160166"", ""bioasq_22009156"", ""bioasq_23565426"", ""bioasq_11932302""]","Yes, the provided documents suggest that selenium deficiency is involved in autoimmune thyroid disease. The documents mention that selenium deficiency aggravates the manifestation of autoimmune thyroid disease (Document 1), and some investigators suggest that selenium may be a useful adjunctive treatment for autoimmune thyroid diseases such as Hashimoto and Gr",False,,0,0
answer_aware_fallback,Safe Adaptive Context,answer_aware_fallback,compact_then_full_fallback,bioasq_957,3,1321,80,1401,provider,18367,0.183486,0.152174,0.779768,0.469,1.0,"[""bioasq_20810577"", ""bioasq_17160166"", ""bioasq_22009156""]","Based on the provided documents, it is established that selenium deficiency aggravates autoimmune thyroid disease (Document 1) and some investigators suggest that selenium may be a useful adjunctive treatment for autoimmune thyroid diseases such as Hashimoto and Graves' disease (Document 2). However, the evidence is conflicting, and many parameters must",False,,1401,0
coverage_guided_ultra,Coverage-Guided Ultra,coverage_guided_ultra,coverage_guided_ultra,bioasq_957,5,1847,80,1927,provider,22758,0.205607,0.152174,0.820952,0.648932,1.0,"[""bioasq_20810577"", ""bioasq_17160166"", ""bioasq_22009156"", ""bioasq_23565426"", ""bioasq_11932302""]","The evidence from the provided documents suggests that selenium deficiency is associated with autoimmune thyroid disease, as mentioned in Documents 1, 2, 3, and 4. Some clinical studies have demonstrated that selenium-deficient patients with autoimmune thyroid disease benefit from selenium supplementation (Documents 3 and 5). However, the",False,,1927,0
task_aware_coverage_ultra,TACER,task_aware_coverage_ultra,task_aware_ultra,bioasq_957,5,1847,80,1927,provider,7008,0.205607,0.152174,0.820952,0.648932,1.0,"[""bioasq_20810577"", ""bioasq_17160166"", ""bioasq_22009156"", ""bioasq_23565426"", ""bioasq_11932302""]","The evidence from the provided documents suggests that selenium deficiency is associated with autoimmune thyroid disease, as mentioned in Documents 1, 2, 3, and 4. Some clinical studies have demonstrated that selenium-deficient patients with autoimmune thyroid disease benefit from selenium supplementation (Documents 3 and 5). However, the",False,ultra_route:focused_or_concentrated,1927,0
no_retrieval_full,No Retrieval,no_retrieval,full,bioasq_285,0,78,27,105,provider,2559,0.217391,0.166667,0.724132,0.0,0.0,[],The evidence provided in the documents is insufficient to determine whether ospemifene is effective for treating dyspareunia.,False,,0,0
